snapshot_id,timestamp,community_id,lifecycle_id,stage,member_count,age,avg_log_return,relative_return,volume_expansion,breadth,coherence,avg_community_confidence,member_inflow,member_outflow,edge_birth_count,edge_birth_rate,edge_death_count,edge_death_rate,cross_resolution_support,members,internal_edge_count,member_count_delta,breadth_delta,coherence_delta,relative_return_delta,rotation_in_score,rotation_out_score
snapshot_0003,2026-03-13 14:00:00+00:00,6,L0021,confirmation,30,2,-0.0016300393035635352,0.0008632437093183398,-0.5817351937294006,0.26666666666666666,0.4839595355864229,0.5915906429290771,11,4,12,0.027586206896551724,23,0.19827586206896552,0.0166358595194085,"ABBV,ABT,ACEL,ACGL,ACI,ACIW,ACT,ADC,ADP,ADSK,AEC,AEE,AEG,AEP,AER,AES,AFG,AFL,AGO,AGYS,AIG,AIV,AIZ,AJG,AKO-B,ALGN,ALKS,ALL,AM,AMGN",116,2.0,-0.019047619047619035,0.026340461511761892,0.00477504578884691,0.19150172035280816,-0.5526939124308679
snapshot_0003,2026-03-13 14:00:00+00:00,8,L0022,confirmation,38,2,0.0007790212403051555,0.003141078632324934,-0.5520853400230408,0.42105263157894735,0.5323516059180965,0.6377003192901611,9,4,26,0.03698435277382646,43,0.23369565217391305,0.014117647058823528,"A,AAL,AAP,AAPG,ABEO,ABG,ABM,ABNB,ACAD,ACHV,ACM,ACN,ACOG,ACRS,ACVA,ADAG,ADMA,ADNT,ADT,AEO,AFJK,AGCC,AGM,AI,AII,AIN,AIRJ,AIRS,AIT,AKR,ALGT,ALK,ALLY,ALRS,ALSN,AMG,AMN,AMP",184,1.0,0.42105263157894735,0.02190910123739165,0.016007098834961653,0.8380973506759787,-1.004201680936459
snapshot_0003,2026-03-13 14:00:00+00:00,3,L0024,birth,25,1,-0.010943936184048653,-0.008450653403997421,-0.7684270739555359,0.0,0.5164387960835258,0.5359905362129211,25,12,7,0.023333333333333334,18,0.1782178217821782,0.014814814814814815,"AA,AAMI,AARD,ABAT,ABCB,ABEV,ABVX,ACET,ACMR,ACNB,ACTG,AD,ADEA,ADM,ADPT,ADUR,AGBK,AGL,AGNC,AGRO,ALGM,ALHC,ALX,AMBA,QQQ",101,0.0,0.0,0.0,0.0,-0.8471678242187263,0.5970390544481701
snapshot_0003,2026-03-13 14:00:00+00:00,12,L0025,birth,20,1,0.004466304089874029,0.006710258778184652,-0.33890289068222046,0.55,0.4713206760964151,0.4393329620361328,20,3,11,0.05789473684210526,9,0.15254237288135594,0.007331975560081466,"ABCL,ABSI,ACB,ACNT,ACRE,ACU,ADAM,ADSE,ADV,AEBI,AENT,AFRM,AIOT,AIRO,AKTS,ALAB,ALH,ALRM,ALVO,AMLX",59,0.0,0.0,0.0,0.0,0.4901853988414204,-0.6414887091637668
snapshot_0003,2026-03-13 14:00:00+00:00,13,L0026,birth,15,1,-0.00696661788970232,-0.004639552906155586,-0.46577903628349304,0.0,0.47143887455870465,0.43181878328323364,15,15,1,0.009523809523809525,13,0.3170731707317073,0.005172413793103448,"AAPL,AAT,ACA,ACCO,ADI,AGCO,AHRT,AIRG,ALB,ALG,ALLE,ALTG,ALV,AMD,AMH",41,0.0,0.0,0.0,0.0,-0.6123684046182748,1.0281090439635907
snapshot_0003,2026-03-13 14:00:00+00:00,15,L0027,birth,26,1,-0.002923394553363323,-0.00043011165689677,-0.7646032571792603,0.34615384615384615,0.5943167097293414,0.5784164667129517,26,10,21,0.06461538461538462,33,0.25384615384615383,0.01896551724137931,"AAON,ACHR,ADTN,AEHR,AEIS,AEVA,AEYE,AFYA,AGEN,AGMB,AGX,AHCO,AHR,AIP,AIR,AKAM,ALKT,ALLT,ALMS,ALMU,AMAT,AMBQ,AMCR,AME,AMKR,AMPG",130,0.0,0.0,0.0,0.0,-0.0632146259712337,0.381237513428214
snapshot_0004,2026-03-13 14:15:00+00:00,13,L0016,maturity,38,4,0.001292311237193644,0.0013201315887272358,-0.43328791856765747,0.42105263157894735,0.4341042298324329,0.7562404274940491,8,7,22,0.031294452347083924,17,0.08762886597938144,0.017391304347826087,"AAOI,AAPL,AAUC,ABR,ABX,ACDC,ACLS,ACR,ACRE,ADBE,ADUS,AEC,AEM,AERO,AESI,AEXA,AFCG,AG,AGI,AGIO,AGPU,AHRT,AIRG,ALAR,ALC,ALCO,ALLE,ALM,ALNY,ALOT,ALOY,ALTO,ALV,AMAL,AMBP,AMCI,AMH,AMPH",194,2.0,0.14327485380116955,-0.0019034490856981723,0.0017895939236041158,0.4137092540201722,-0.6840789185341322
snapshot_0004,2026-03-13 14:15:00+00:00,8,L0021,expansion,34,3,0.0010449904948472977,0.0010751956142485142,-0.5555751919746399,0.5588235294117647,0.4750455136299133,0.5590462684631348,8,34,10,0.017825311942959002,17,0.136,0.01764705882352941,"A,AARD,AAT,ABBV,ABT,ACCO,ACEL,ACGL,ACI,ACIC,ACIW,ACT,ADC,ADP,ADSK,AEG,AEP,AES,AFG,AFL,AGNC,AGO,AGYS,AIG,AIV,AIZ,AJG,AKO-B,ALGN,ALKS,ALL,ALX,AMCX,AMGN",125,4.0,0.29215686274509806,-0.008914021956509588,0.00021195190493017435,0.127370497432542,-0.1390942811240451
snapshot_0004,2026-03-13 14:15:00+00:00,0,L0022,expansion,42,3,0.002671407302841544,0.0027001742273569107,-0.5621071457862854,0.5952380952380952,0.529380721449852,0.6403592228889465,8,12,25,0.029036004645760744,33,0.165,0.01542056074766355,"AAL,AAP,AAPG,ABCB,ABEO,ABM,ABNB,ACAD,ACHR,ACHV,ACM,ACN,ACOG,ACVA,ADAG,ADMA,ADNT,ADT,AEHR,AEO,AEVA,AFJK,AGCC,AGL,AGM,AGRO,AI,AII,AIN,AIRJ,AIRS,AKAM,AKR,ALGT,ALK,ALLY,ALRS,ALSN,AMCR,AMG,AMN,AMP",200,4.0,0.1741854636591479,-0.00297088446824445,-0.0004409044049680233,0.26107340059720857,-0.4933219841949726
snapshot_0004,2026-03-13 14:15:00+00:00,5,L0024,confirmation,17,2,-0.0027404141146689653,-0.0027102092280983925,-0.7011923789978027,0.23529411764705882,0.5047607512346336,0.4537375271320343,4,17,6,0.04411764705882353,8,0.14285714285714285,0.008695652173913044,"AA,AAMI,ABAT,ABVX,ACMR,ACNB,ACTG,AD,ADI,ADM,ADUR,AGBK,ALG,ALHC,ALTG,AMBA,AMD",56,-8.0,0.23529411764705882,-0.011678044848892233,0.005740444175899029,-0.2214847294472385,0.04004707506037653
snapshot_0004,2026-03-13 14:15:00+00:00,3,L0025,confirmation,18,2,0.001130696851760149,0.0011592238442972302,-0.23297113180160522,0.5,0.45557900938120754,0.46988779306411743,1,18,5,0.032679738562091505,18,0.32727272727272727,0.006122448979591836,"ABG,ABSI,ACB,ACNT,ACU,ADAM,ADSE,ADV,AEBI,AENT,AFRM,AIOT,AIRO,ALAB,ALH,ALRM,ALVO,AMLX",55,-2.0,-0.050000000000000044,-0.015741666715207547,-0.005551034933887422,-0.2463034778228037,0.9739206386430221
snapshot_0004,2026-03-13 14:15:00+00:00,15,L0027,confirmation,28,2,-0.0007860524929128587,-0.000755847489926964,-0.6553897261619568,0.42857142857142855,0.5945076667029282,0.6086435317993164,12,6,19,0.05026455026455026,28,0.19310344827586207,0.017094017094017092,"ABCL,ABEV,ACET,ACRS,ADEA,ADPT,ADTN,AEE,AEIS,AER,AEYE,AFYA,AGEN,AHCO,AHR,AIP,AKTS,ALGM,ALKT,ALLT,ALMS,ALMU,AM,AMAT,AMBQ,AMKR,AMPG,QQQ",145,2.0,0.0824175824175824,0.00019095697358684216,-0.00032573583303019404,0.2412232993419865,-0.24858938930694022
snapshot_0004,2026-03-13 14:15:00+00:00,2,L0028,birth,13,1,-0.010543757118284702,-0.010513552464544773,-0.3852039575576782,0.0,0.4766117466050525,0.5047021508216858,13,3,2,0.02564102564102564,10,0.23255813953488372,0.008064516129032258,"AAON,ABUS,ACA,ACHC,AFRI,AGCO,AGMB,AGX,AIR,AIT,ALB,ALNT,AME",43,0.0,0.0,0.0,0.0,-0.5755882441218669,0.5511168594566915
snapshot_0005,2026-03-13 14:30:00+00:00,5,L0016,decay,33,5,-0.0018255013274028897,0.00028386121266521513,-0.41066643595695496,0.2727272727272727,0.4349626987344689,0.7783097624778748,2,2,18,0.03409090909090909,31,0.17222222222222222,0.01804511278195489,"AAOI,AAUC,ABR,ABUS,ABX,ACDC,ACHC,ACLS,ACR,ADBE,ADUS,AEM,AERO,AESI,AEXA,AFCG,AG,AGI,AGIO,AGPU,AIRG,ALAR,ALC,ALCO,ALLE,ALM,ALNY,ALOT,ALOY,AMAL,AMBP,AMCI,AMPH",180,-5.0,-0.14832535885167464,0.0008584689020360026,-0.0010362703760620207,-0.283673759323804,-0.10441138776563166
snapshot_0005,2026-03-13 14:30:00+00:00,0,L0022,decay,37,4,-0.0038300477899610996,-0.0016351703088730574,-0.006475965492427349,0.24324324324324326,0.5354405172044339,0.648902177810669,7,11,21,0.03153153153153153,23,0.12849162011173185,0.012705882352941176,"A,AAL,AAP,AAPG,ABCB,ABEO,ABG,ABNB,ACAD,ACHV,ACI,ACM,ACOG,ACRS,ADAG,ADMA,ADNT,AEHR,AEO,AEVA,AGCC,AI,AII,AIN,AIP,AIRJ,AIRO,AIRS,AKAM,ALGT,ALK,ALKS,ALLY,ALRS,AMG,AMN,AMP",179,-5.0,-0.351994851994852,0.00605979575458182,-0.004335344536229968,-0.4019113935470989,0.4069016886376409
snapshot_0005,2026-03-13 14:30:00+00:00,1,L0027,expansion,44,3,-0.0010488469852134585,0.001271452521905303,-0.1988649219274521,0.1590909090909091,0.5565960538387299,0.699122965335846,22,4,34,0.035940803382663845,47,0.188,0.021428571428571425,"AA,AAMI,ABAT,ABCL,ABEV,ABSI,ABVX,ACB,ACET,ACHR,ACMR,ACNB,ACTG,AD,ADEA,ADI,ADM,ADPT,ADTN,ADUR,ADV,AEIS,AEYE,AFJK,AFYA,AGBK,AGEN,AGRO,AHCO,AHR,AKTS,ALAB,ALGM,ALHC,ALKT,ALLT,ALMS,ALMU,AMAT,AMBA,AMCR,AMKR,AMPG,QQQ",250,16.0,-0.26948051948051943,-0.03791161286419831,0.002027300011832267,-0.2673390867787568,0.40717742435581966
snapshot_0005,2026-03-13 14:30:00+00:00,3,L0028,confirmation,14,2,-0.0032957231160253286,-0.0011411599116399884,0.17411862313747406,0.21428571428571427,0.5073438101344638,0.4903915524482727,4,14,3,0.03296703296703297,10,0.2222222222222222,0.008,"AAON,ABBV,ACA,AGCO,AGMB,AGX,AIR,AIT,ALB,ALG,ALNT,ALSN,AMD,AME",45,1.0,0.21428571428571427,0.030732063529411324,0.009372392552904785,0.5453853762174419,-0.0704497563164965
snapshot_0005,2026-03-13 14:30:00+00:00,6,L0029,birth,39,1,-0.0032140715047717094,-0.0010722572915256023,-0.09032310545444489,0.23076923076923078,0.4737191107379247,0.5412476658821106,39,14,13,0.017543859649122806,32,0.2191780821917808,0.01137440758293839,"AAPL,AARD,AAT,ABM,ABT,ACCO,ACEL,ACIC,ACIW,ACN,ACRE,ACU,ACVA,ADAM,ADP,ADSE,ADSK,ADT,AEBI,AEG,AES,AGL,AGNC,AGYS,AHRT,AIOT,AJG,AKR,ALGN,ALRM,ALTG,ALTO,ALV,ALX,AMBQ,AMCX,AMGN,AMH,AMLX",146,0.0,0.0,0.0,0.0,-0.43991643090173993,0.44367390115941896
snapshot_0005,2026-03-13 14:30:00+00:00,9,L0030,birth,23,1,0.0020458686631172895,0.004366167820990086,0.08130528777837753,0.5217391304347826,0.4592164124433811,0.5230957865715027,23,4,10,0.039525691699604744,5,0.0641025641025641,0.015789473684210523,"ACGL,ACNT,ACT,ADC,AEC,AEE,AENT,AEP,AER,AFG,AFL,AFRI,AFRM,AGM,AGO,AIG,AIV,AIZ,AKO-B,ALH,ALL,ALVO,AM",78,0.0,0.0,0.0,0.0,0.8474552943339579,-1.0828918700707506
snapshot_0006,2026-03-13 14:45:00+00:00,11,L0016,expansion,41,6,-0.006614265497773886,-0.0038879811763763428,-0.033406466245651245,0.1951219512195122,0.43383128025182865,0.7604943513870239,10,10,27,0.032926829268292684,31,0.15121951219512195,0.01702127659574468,"AAOI,AAPL,AAUC,ABUS,ABX,ACA,ACCO,ACDC,ACHC,ACLS,ACNT,ACR,ADBE,ADUS,AEM,AERO,AESI,AEXA,AFCG,AG,AGI,AGPU,AIRG,AKO-B,ALAR,ALB,ALC,ALCO,ALLE,ALM,ALNT,ALNY,ALOT,ALOY,ALTO,ALV,AMAL,AMBP,AMCI,AMH,AMPH",205,8.0,-0.0776053215077605,-0.0011314184826402562,-0.004171842389041558,-0.12746793916553298,0.18530891272066408
snapshot_0006,2026-03-13 14:45:00+00:00,3,L0022,maturity,35,5,-0.0020465694833546877,0.0008109040791168809,-0.09572836756706238,0.2571428571428571,0.5083111115806812,0.5912689566612244,9,11,15,0.025210084033613446,19,0.12837837837837837,0.014218009478672983,"A,AAL,AAP,AAPG,ABEO,ABG,ABNB,ACI,ACIC,ACM,ACOG,ADAG,ADNT,AEBI,AEG,AEO,AES,AFJK,AGCC,AGCO,AII,AIN,AIRJ,AIRS,AKAM,AKR,ALGT,ALK,ALLY,ALRS,ALSN,ALTG,AMG,AMN,AMP",148,-2.0,0.01389961389961386,-0.027129405623752656,0.0024460743879899383,-0.059285465644914964,-0.25551160994852873
snapshot_0006,2026-03-13 14:45:00+00:00,6,L0027,expansion,53,4,-0.006079212296754122,-0.003193195443600416,0.1108078807592392,0.11320754716981132,0.5689746752334903,0.7495379447937012,13,7,56,0.040638606676342524,56,0.17445482866043613,0.029347826086956522,"AA,AAMI,AAON,ABAT,ABCB,ABCL,ABEV,ABSI,ABVX,ACB,ACET,ACHR,ACMR,ACNB,ACTG,AD,ADI,ADM,ADPT,ADTN,ADUR,AEHR,AEIS,AEVA,AEYE,AFYA,AGBK,AGEN,AGMB,AGRO,AGX,AHCO,AHR,AIOT,AIP,AIR,AIT,AKTS,ALAB,ALG,ALGM,ALHC,ALKT,ALLT,ALMS,ALMU,AMAT,AMBA,AMBQ,AMD,AMKR,AMPG,QQQ",321,9.0,-0.045883361921097765,0.012378621394760425,-0.004464647965505719,0.6513444715133506,-0.11738407177124188
snapshot_0006,2026-03-13 14:45:00+00:00,13,L0029,confirmation,40,2,-0.00699726864695549,-0.004202826879918575,-0.049682676792144775,0.0,0.5089411081806305,0.5487219095230103,15,10,22,0.028205128205128206,40,0.25806451612903225,0.011347517730496453,"AARD,AAT,ABBV,ABM,ABR,ABT,ACAD,ACEL,ACHV,ACIW,ACN,ACRE,ACRS,ACU,ACVA,ADAM,ADEA,ADMA,ADP,ADSE,ADSK,ADT,ADV,AFRM,AGIO,AGL,AGNC,AGYS,AHRT,AI,AIRO,AJG,ALGN,ALH,ALKS,ALRM,AMCX,AME,AMGN,AMLX",155,1.0,-0.23076923076923078,0.03522199744270582,-0.003130569588392973,-0.46175332568920574,0.7066265256071403
snapshot_0006,2026-03-13 14:45:00+00:00,5,L0030,confirmation,21,2,-9.52722184592858e-05,0.0027061726432293653,-0.3667740225791931,0.38095238095238093,0.46197445884153443,0.5442965626716614,2,2,9,0.04285714285714286,14,0.18181818181818182,0.016,"ACGL,ACT,ADC,AEC,AEE,AENT,AEP,AER,AFG,AFL,AFRI,AGM,AGO,AIG,AIV,AIZ,ALL,ALVO,ALX,AM,AMCR",77,-2.0,-0.14078674948240166,0.0027580463981533576,-0.0016599951777607203,-0.002837741013697277,-0.5190397566080335
snapshot_0007,2026-03-13 15:00:00+00:00,12,L0016,decay,32,7,0.0035090644378215075,0.0012984615750610828,-0.21704664826393127,0.65625,0.4555148303855297,0.7916208505630493,1,0,16,0.03225806451612903,14,0.08139534883720931,0.018181818181818184,"AAOI,AAUC,ABUS,ABX,ACDC,ACLS,ACR,ADBE,AEM,AERO,AESI,AEXA,AFCG,AG,AGI,AGIO,AGPU,AIRG,ALAR,ALB,ALC,ALCO,ALM,ALNT,ALNY,ALOT,ALOY,ALTO,AMAL,AMBP,AMCI,AMPH",172,-9.0,0.4611280487804878,0.021683550133701046,0.005186442751437426,0.18645342240571153,-0.8556798167295001
