timestamp,source_lifecycle_id,target_lifecycle_id,source_decay_score,target_expansion_score,migrated_members,rewired_edges,relative_strength_switch,flow_score,cross_resolution_confirmation,rotation_confidence,source_stage,target_stage,source_members,target_members,migrated_symbols,rewired_edge_pairs
2026-03-13 16:00:00+00:00,L0022,L0016,0.8671428984932653,0.5377458483401418,1,2,0.0017518150270916,1.6438744115236683,0.0175182481751824,0.8350629641572166,maturity,maturity,"A,AAL,AAON,AAP,AAPG,AARD,ABG,ABNB,ACOG,ADI,ADNT,ADSE,AEC,AEO,AER,AFJK,AFRI,AGCC,AGCO,AGM,AGMB,AGRO,AII,AIN,AIR,AIRJ,AIT,ALB,ALGT,ALK,ALLY,ALNT,ALRS,ALSN,AMCR,AME,AMG,AMN,AMP","AAOI,AAPL,AAUC,ABUS,ABX,ACCO,ACDC,ACLS,ACNT,ACR,ACU,ADBE,AEM,AENT,AERO,AESI,AEXA,AFCG,AG,AGI,AGIO,AGPU,AIRS,AKO-B,ALAR,ALC,ALCO,ALM,ALNY,ALOY,ALTO,ALVO,AMAL,AMBP,AMCI,AMCX,AMPH",ALNT,AIR-AIRS;AIRJ-AMCX
2026-03-13 16:15:00+00:00,L0027,L0033,0.8693572418051294,0.6032556516098894,0,10,0.00253677739056,2.420694985365264,0.0185185185185185,1.0497353921435997,decay,confirmation,"AA,AAON,AARD,ABAT,ABCL,ABEV,ABSI,ABVX,ACB,ACET,ACHR,ACMR,ACNB,ACRS,ADPT,ADTN,ADUR,ADV,AEC,AEIS,AEVA,AEYE,AFYA,AGEN,AGMB,AGX,AHCO,AHR,AIOT,AIP,AIR,AIT,ALAB,ALB,ALGM,ALGN,ALKT,ALLT,ALMS,ALMU,AMAT,AMBA,AMBQ,AMD,AMKR,AMLX,AMPG,QQQ","ABBV,ABT,ACEL,ACGL,ACHC,ACHV,ACI,ACIC,ACT,ACTG,ACU,ADC,AEE,AEG,AENT,AEP,AER,AES,AFG,AFL,AGNC,AGO,AIG,AIV,AIZ,AKTS,ALG,ALH,ALL,ALOT,ALVO,AM,AME,AMGN",,AA-ACU;AAON-ALG;ABAT-ACTG;ACB-AIV;ACI-AHR;AEE-AEYE;AFYA-ALH;AGO-AMBQ;AKTS-AMKR;ALGM-AME
2026-03-13 16:15:00+00:00,L0016,L0033,0.4130622795684655,0.6032556516098894,0,6,0.0021311198197508,1.975900478421832,0.0185185185185185,0.8016482767367421,maturity,confirmation,"AAOI,AAPL,AAUC,ABR,ABUS,ABX,ACCO,ACDC,ACLS,ACNT,ACR,ADBE,AEM,AERO,AESI,AEXA,AFCG,AG,AGI,AGIO,AGPU,AIRG,AIRS,ALAR,ALC,ALCO,ALM,ALNT,ALNY,ALOY,ALTO,AMAL,AMBP,AMCI,AMPH","ABBV,ABT,ACEL,ACGL,ACHC,ACHV,ACI,ACIC,ACT,ACTG,ACU,ADC,AEE,AEG,AENT,AEP,AER,AES,AFG,AFL,AGNC,AGO,AIG,AIV,AIZ,AKTS,ALG,ALH,ALL,ALOT,ALVO,AM,AME,AMGN",,AAUC-ACHC;ACCO-ACIC;ACI-ACNT;ACNT-AER;AERO-ALVO;AFCG-AKTS
2026-03-13 16:30:00+00:00,L0033,L0027,0.823787690985238,0.7929271806693501,5,11,0.004026719401736,3.109180234790802,0.0295081967213114,1.2667357497022735,maturity,maturity,"ABBV,ABT,ACEL,ACGL,ACHC,ACHV,ACI,ACIC,ACT,ACTG,ACU,ADC,AEE,AEG,AENT,AEP,AER,AES,AFG,AFL,AFRM,AGNC,AGO,AIG,AIZ,AKO-B,AKTS,ALG,ALH,ALL,ALOT,ALVO,AM,AME,AMGN","AA,AAON,AARD,ABAT,ABCL,ABEV,ABSI,ABVX,ACB,ACET,ACHR,ACM,ACMR,ACRS,ADEA,ADPT,ADTN,ADUR,ADV,AEIS,AEVA,AEYE,AFYA,AGEN,AGMB,AGX,AHCO,AHR,AIOT,AIP,AIR,AIRO,AIRS,AIT,AKAM,ALAB,ALB,ALGM,ALKS,ALKT,ALLT,ALMS,ALMU,AMAT,AMBA,AMBQ,AMD,AMKR,AMLX,AMPG,QQQ",AER;AGO;AKTS;ALG;AME,ABCL-AER;ABCL-ALVO;ACMR-AME;ADTN-AGO;AENT-AMBQ;AEP-AGMB;AFYA-AIG;AGO-QQQ;AKAM-AMGN;AKTS-ALGM;AKTS-ALLT
2026-03-13 16:30:00+00:00,L0033,L0016,0.823787690985238,0.3281789607173562,4,6,0.0045251571900735,2.7377718197976497,0.0180451127819548,1.032739717377484,maturity,maturity,"ABBV,ABT,ACEL,ACGL,ACHC,ACHV,ACI,ACIC,ACT,ACTG,ACU,ADC,AEE,AEG,AENT,AEP,AER,AES,AFG,AFL,AFRM,AGNC,AGO,AIG,AIZ,AKO-B,AKTS,ALG,ALH,ALL,ALOT,ALVO,AM,AME,AMGN","AAOI,AAUC,ABUS,ABX,ACCO,ACDC,ACLS,ACR,ADBE,AEC,AEM,AERO,AESI,AEXA,AFCG,AFRI,AG,AGI,AGIO,AGPU,AIRG,ALAR,ALC,ALCO,ALM,ALNT,ALNY,ALOY,ALTO,AMAL,AMBP,AMCI,AMPH",ACU;AENT;AKO-B;ALVO,ABT-AIRG;ACCO-ALVO;ACIC-AMAL;AEC-ALG;AFCG-ALG;AGPU-AKO-B
2026-03-13 16:30:00+00:00,L0029,L0027,0.479559418895945,0.7929271806693501,2,2,0.004592697834596,2.009457525169948,0.0295081967213114,0.8885365906702722,decay,maturity,"AAPL,AAT,ABCB,ABM,ABR,ACIW,ACN,ACRE,ADAM,ADMA,ADP,ADSK,ADT,ADUS,AGBK,AGYS,AHRT,AJG,ALHC,ALRM,AMCX,AMH","AA,AAON,AARD,ABAT,ABCL,ABEV,ABSI,ABVX,ACB,ACET,ACHR,ACM,ACMR,ACRS,ADEA,ADPT,ADTN,ADUR,ADV,AEIS,AEVA,AEYE,AFYA,AGEN,AGMB,AGX,AHCO,AHR,AIOT,AIP,AIR,AIRO,AIRS,AIT,AKAM,ALAB,ALB,ALGM,ALKS,ALKT,ALLT,ALMS,ALMU,AMAT,AMBA,AMBQ,AMD,AMKR,AMLX,AMPG,QQQ",ADAM;ALHC,ADAM-AIRS;ADMA-AKAM
2026-03-13 16:30:00+00:00,L0029,L0016,0.479559418895945,0.3281789607173562,1,4,0.0050911356229335,2.0161174244943125,0.0180451127819548,0.7490576369248617,decay,maturity,"AAPL,AAT,ABCB,ABM,ABR,ACIW,ACN,ACRE,ADAM,ADMA,ADP,ADSK,ADT,ADUS,AGBK,AGYS,AHRT,AJG,ALHC,ALRM,AMCX,AMH","AAOI,AAUC,ABUS,ABX,ACCO,ACDC,ACLS,ACR,ADBE,AEC,AEM,AERO,AESI,AEXA,AFCG,AFRI,AG,AGI,AGIO,AGPU,AIRG,ALAR,ALC,ALCO,ALM,ALNT,ALNY,ALOY,ALTO,AMAL,AMBP,AMCI,AMPH",ABR,AAT-ACCO;ABR-AGI;ABR-AGIO;ADT-AGPU
2026-03-13 16:45:00+00:00,L0027,L0029,1.227847929310094,0.2584460194889909,2,9,0.000362619626685,2.6416441211738007,0.0117936117936117,1.108068256702217,decay,maturity,"AA,AAON,ABCL,ABSI,ACB,ACMR,ADAM,ADEA,ADTN,AEC,AEIS,AER,AFRI,AGL,AGMB,AGO,AGX,AIR,AIT,AKTS,ALAB,ALB,ALG,ALGM,ALGN,ALHC,ALLT,ALMS,ALNT,AMBA,AMBQ,AMD,AME,AMLX,QQQ","AAMI,AAPL,AARD,AAT,ABCB,ABM,ACIW,ACM,ACN,ACRE,ADSE,ADSK,ADT,ADUS,AGBK,AGYS,AHRT,AIRS,AJG,ALKT,ALRM,ALTG,AMCX,AMH",ADAM;AGL,AAMI-AMLX;AARD-ALMS;ABM-AFRI;ACB-ADSE;ACRE-ADEA;ADT-ALHC;AIRS-AMD;ALKT-AMLX;ALTG-AMD
2026-03-13 17:00:00+00:00,L0033,L0027,0.4307358382688836,0.6601752851971568,0,9,0.0002780314534902,2.305361549603668,0.02911051212938,0.907980301260136,expansion,expansion,"ABBV,ABT,ACEL,ACGL,ACHC,ACHV,ACI,ACIC,ACT,ACU,ADC,AEE,AEG,AENT,AEP,AER,AES,AFG,AFL,AFRI,AFRM,AGM,AGNC,AGO,AIG,AIZ,AKTS,ALH,ALL,ALOT,ALVO,AM,AME,AMGN","AA,AAON,AAPL,AARD,ABAT,ABCL,ABEV,ABSI,ABVX,ACB,ACET,ACHR,ACM,ACMR,ACRS,ACTG,ADEA,ADPT,ADTN,ADUR,ADV,AEC,AEIS,AEVA,AEYE,AFYA,AGEN,AGMB,AGX,AHCO,AHR,AIOT,AIP,AIR,AIT,AKAM,AKO-B,ALAB,ALB,ALG,ALGM,ALGN,ALHC,ALKS,ALKT,ALLT,ALMS,ALMU,AMAT,AMBA,AMBQ,AMD,AMKR,AMLX,AMPG,QQQ",,ABCL-AER;ABT-AFYA;ACB-AER;ACET-AENT;ACHR-ACHV;ACHV-ADTN;ACT-ALG;AENT-AMAT;AEYE-AKTS
2026-03-13 17:15:00+00:00,L0033,L0029,0.4723358651966735,0.8111760962194852,6,26,0.0025748212647158,3.670142053487346,0.0143198090692124,1.304737073157066,decay,maturity,"ABBV,ABT,ACEL,ACGL,ACHC,ACHV,ACI,ACIC,ACT,ACTG,ACU,ADC,AEE,AEG,AEP,AES,AFG,AFL,AGNC,AGO,AIG,AIZ,AKTS,ALH,ALL,ALOT,AM,AMGN","AAMI,AAPL,AARD,AAT,ABCB,ABM,ABR,ACAD,ACIW,ACM,ACN,ACRE,ACVA,ADAM,ADEA,ADMA,ADP,ADSE,ADSK,ADT,ADUS,AFRM,AGBK,AGL,AGYS,AHRT,AI,AJG,AKAM,AKO-B,ALKT,ALLE,ALRM,ALTG,ALV,ALX,AMCX,AMH",ACIC;ACT;ACU;AEG;AES;ALOT,ABCB-ACT;ACEL-ADUS;ACEL-AGBK;ACGL-ADUS;ACGL-AJG;ACGL-ALV;ACHV-ACM;ACI-ADMA;ACIC-ADMA;ACM-AGNC;ACM-AIG;ACM-ALL;ACT-ALLE;ADAM-AES;ADMA-AIG;ADP-AIZ;ADSK-AGNC;ADUS-AIZ;AEG-ALLE;AES-AJG;AES-ALLE;AFG-ALV;AFL-AJG;AFL-ALV;AGBK-AIG;ALLE-ALOT
2026-03-13 17:15:00+00:00,L0033,L0022,0.4723358651966735,0.2260333772796113,10,14,0.0024702949740458,3.5623812561302226,0.0128266033254156,1.1020300772742535,decay,expansion,"ABBV,ABT,ACEL,ACGL,ACHC,ACHV,ACI,ACIC,ACT,ACTG,ACU,ADC,AEE,AEG,AEP,AES,AFG,AFL,AGNC,AGO,AIG,AIZ,AKTS,ALH,ALL,ALOT,AM,AMGN","A,AAL,AAP,AAPG,ABEO,ABG,ABNB,ACNT,ACOG,ADAG,ADI,ADNT,AEBI,AEO,AFJK,AGCC,AGCO,AGM,AGRO,AII,AIN,AIRJ,AIV,AKR,ALGT,ALK,ALLY,ALRS,ALSN,AMCR,AMG,AMN,AMP",ABBV;ABT;ACGL;ACHV;AFG;AFL;AIG;ALH;ALL;AMGN,A-AMGN;AAP-ACHV;AAP-ACIC;AAP-AFG;ABG-ACT;ABG-AIG;ABT-AMCR;ABT-AMP;ADI-AMGN;ADNT-AFG;AFG-AMP;AFL-AMG;AFL-AMN;AGCC-ALH
2026-03-13 17:15:00+00:00,L0016,L0029,0.5581195726563917,0.8111760962194852,0,8,0.0021404359722509,2.220728798131042,0.0143198090692124,0.9681188715559051,maturity,maturity,"AAOI,AAUC,ABUS,ABX,ACCO,ACDC,ACLS,ACR,ADBE,AEM,AENT,AERO,AESI,AEXA,AFCG,AG,AGI,AGIO,AGPU,AIRG,AIRS,ALAR,ALC,ALCO,ALM,ALNY,ALOY,ALTO,ALVO,AMAL,AMBP,AMCI,AMPH","AAMI,AAPL,AARD,AAT,ABCB,ABM,ABR,ACAD,ACIW,ACM,ACN,ACRE,ACVA,ADAM,ADEA,ADMA,ADP,ADSE,ADSK,ADT,ADUS,AFRM,AGBK,AGL,AGYS,AHRT,AI,AJG,AKAM,AKO-B,ALKT,ALLE,ALRM,ALTG,ALV,ALX,AMCX,AMH",,AAPL-AAUC;ACLS-AMCX;ACRE-AGI;ADP-ALTO;AGI-AMH;AGIO-AMCX;ALAR-AMH;AMAL-AMH
2026-03-13 17:15:00+00:00,L0016,L0022,0.5581195726563917,0.2260333772796113,1,1,0.0020359096815809,1.4359391524101022,0.0128266033254156,0.5961546635821388,maturity,expansion,"AAOI,AAUC,ABUS,ABX,ACCO,ACDC,ACLS,ACR,ADBE,AEM,AENT,AERO,AESI,AEXA,AFCG,AG,AGI,AGIO,AGPU,AIRG,AIRS,ALAR,ALC,ALCO,ALM,ALNY,ALOY,ALTO,ALVO,AMAL,AMBP,AMCI,AMPH","A,AAL,AAP,AAPG,ABEO,ABG,ABNB,ACNT,ACOG,ADAG,ADI,ADNT,AEBI,AEO,AFJK,AGCC,AGCO,AGM,AGRO,AII,AIN,AIRJ,AIV,AKR,ALGT,ALK,ALLY,ALRS,ALSN,AMCR,AMG,AMN,AMP",AIRG,ALM-AMN
2026-03-13 17:30:00+00:00,L0022,L0016,0.781739226687933,0.8463831134847238,1,4,0.0015229633427225,1.967433470775757,0.0177777777777777,0.982961736412403,expansion,maturity,"A,AAL,AAP,AAPG,ABBV,ABG,ABNB,ABT,ACA,ACGL,ACHV,ACNT,ACOG,ADI,ADNT,AEBI,AEC,AEO,AER,AFG,AFJK,AFL,AFRI,AGCC,AGCO,AGM,AGMB,AGRO,AIG,AII,AIN,AIRG,AIV,AKR,ALG,ALGT,ALH,ALK,ALL,ALLY,ALRS,ALSN,AMCR,AME,AMG,AMGN,AMN,AMP","AAOI,AAPL,AAUC,ABUS,ABX,ACCO,ACDC,ACLS,ACR,ADBE,AEM,AENT,AERO,AESI,AEXA,AFCG,AG,AGI,AGIO,AGPU,AIRS,ALAR,ALC,ALCO,ALM,ALNT,ALNY,ALOY,ALTO,ALVO,AMAL,AMBP,AMCI,AMCX,AMPH",AIRG,ABG-ALCO;ACA-AERO;AEC-AERO;AGIO-AIRG
2026-03-13 17:30:00+00:00,L0029,L0016,0.3100818798096028,0.8463831134847238,0,2,0.0012074603000655,1.1380720854202184,0.0177777777777777,0.6341241860100193,maturity,maturity,"AAMI,AARD,AAT,ABCB,ABM,ABR,ACIC,ACIW,ACM,ACN,ACRE,ACT,ACU,ADAM,ADMA,ADP,ADSK,ADT,ADUS,AEG,AES,AFRM,AGBK,AGYS,AHRT,AJG,AKO-B,ALKT,ALLE,ALOT,ALRM,ALTG,ALV,ALX,AMH","AAOI,AAPL,AAUC,ABUS,ABX,ACCO,ACDC,ACLS,ACR,ADBE,AEM,AENT,AERO,AESI,AEXA,AFCG,AG,AGI,AGIO,AGPU,AIRS,ALAR,ALC,ALCO,ALM,ALNT,ALNY,ALOY,ALTO,ALVO,AMAL,AMBP,AMCI,AMCX,AMPH",,ABR-AGI;ACU-AGPU
2026-03-13 18:00:00+00:00,L0029,L0022,0.3334170857735473,0.7106498894344662,7,15,-3.766876761801541e-05,3.4011973816621555,0.0125581395348837,1.1654031589081753,expansion,expansion,"AAMI,AARD,AAT,ABCB,ABM,ABR,ACA,ACCO,ACIC,ACIW,ACN,ACRE,ACTG,ACU,ACVA,ADAM,ADI,ADMA,ADP,ADSK,ADT,ADUS,AEG,AES,AGBK,AGL,AGYS,AHRT,AJG,AKO-B,ALLE,ALOT,ALRM,ALTG,ALV,ALX,AMCR,AMH","A,AAL,AAP,AAPG,ABBV,ABEO,ABG,ABNB,ABT,ACAD,ACGL,ACHV,ACM,ACNT,ACOG,ADNT,AEBI,AEO,AFG,AFJK,AFL,AFRI,AGCC,AGCO,AGM,AIG,AII,AIN,AKR,ALGT,ALH,ALK,ALKS,ALL,ALLY,ALRS,ALSN,AME,AMG,AMGN,AMN,AMP",ACA;ADI;AES;ALLE;ALOT;ALV;AMCR,A-ALV;AAP-ACIC;ABCB-ALRS;ABM-ALL;ABNB-ABR;ACAD-ADMA;ACGL-ALV;ACHV-AGYS;ADI-AGM;ADT-ALK;ADUS-AMGN;AEBI-AMCR;AES-AFG;AFG-AMCR;ALK-ALTG
