snapshot_id,timestamp,community_id,lifecycle_id,stage,member_count,age,avg_log_return,relative_return,volume_expansion,breadth,coherence,avg_community_confidence,member_inflow,member_outflow,future_member_outflow,edge_birth_count,edge_birth_rate,future_edge_birth_count,future_edge_birth_rate,edge_death_count,edge_death_rate,future_edge_death_count,future_edge_death_rate,cross_resolution_support,members,internal_edge_count,member_count_delta,breadth_delta,coherence_delta,relative_return_delta,internal_edge_count_delta,observed_member_outflow,observed_edge_birth_count,observed_edge_death_count,observed_edge_birth_rate,observed_edge_death_rate,observable_stage,rotation_in_score,rotation_out_score,causal_rotation_in_score,causal_rotation_out_score
snapshot_0002,2026-03-13 13:45:00+00:00,3,L0016,confirmation,39,2,0.000644993095193,0.0024762561079114,-0.4547874331474304,0.4102564102564102,0.4396427060016478,0.7747420072555542,8,4,4,32,0.0431848852901484,32,0.0431848852901484,32,0.1616161616161616,32,0.1616161616161616,0.0172661870503597,"AAOI,AAUC,ABR,ABUS,ABX,ACDC,ACHC,ACIC,ACLS,ACR,ACRE,ADBE,ADUS,AEBI,AEM,AENT,AERO,AESI,AEXA,AFCG,AFRI,AG,AGI,AGIO,AGPU,ALAR,ALC,ALCO,ALM,ALNT,ALNY,ALOT,ALOY,ALRM,ALTO,AMAL,AMBP,AMCI,AMPH",198,0.0,0.282051282051282,0.0007932427615168,0.0229715553577989,16.0,-0.0,16.0,0.0,0.0215924426450742,0.0,expansion,1.4826796337897687,-1.4244035903881855,1.5163636153635196,-1.1282476811002318
snapshot_0002,2026-03-13 13:45:00+00:00,1,L0019,birth,32,1,-0.0014628191711381,0.0005721044726669,-0.7227902412414551,0.1875,0.4878000865862207,0.4932675361633301,32,32,32,10,0.0201612903225806,10,0.0201612903225806,22,0.2135922330097087,22,0.2135922330097087,0.010948905109489,"A,AAPL,AARD,ABBV,ABM,ABT,ABVX,ACCO,ACEL,ACIW,ACM,ACN,ACNT,ACTG,ADAM,ADI,ADSK,ADV,AEC,AGM,AGNC,AIRG,AJG,ALG,ALGN,ALKS,ALV,AMCR,AMCX,AME,AMGN,AMLX",103,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,birth,-0.66596166651759,0.1579930001235688,-0.5333419961618644,0.0298937024891814
snapshot_0002,2026-03-13 13:45:00+00:00,4,L0020,birth,18,1,-0.0079858172684907,-0.0061186468228697,-0.5272958874702454,0.1111111111111111,0.5520015587893928,0.584134042263031,18,18,18,2,0.0130718954248366,2,0.0130718954248366,42,0.5121951219512195,42,0.5121951219512195,0.0122093023255813,"AAON,ACNB,ACU,ADTN,AEHR,AEVA,AGMB,AGX,AIP,AIR,AIRO,AIT,ALB,ALGT,ALK,ALMU,ALVO,AMD",82,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,birth,-0.4554081768805577,0.7480420076910524,-0.2720506578966845,0.3279624528056634
snapshot_0002,2026-03-13 13:45:00+00:00,7,L0021,birth,28,1,-0.0060123684816062,-0.0039118020795285,-0.5784298777580261,0.2857142857142857,0.457619074074661,0.5475569367408752,28,9,9,8,0.0211640211640211,8,0.0211640211640211,14,0.1372549019607843,14,0.1372549019607843,0.0152866242038216,"AAT,ACGL,ACI,ACT,ADC,ADM,ADP,AEE,AEG,AEP,AER,AES,AFG,AFJK,AFL,AGO,AGRO,AHRT,AIG,AIV,AIZ,AKO-B,ALL,ALLE,ALX,AM,AMBQ,AMH",102,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,birth,-0.2954546653947288,-0.0429961358387284,-0.2578481410398532,0.2296489113609218
snapshot_0002,2026-03-13 13:45:00+00:00,13,L0022,birth,37,1,-0.0149098150432109,-0.0128660202026367,-0.5639025568962097,0.0,0.5104425046807048,0.6150970458984375,37,8,8,35,0.0525525525525525,35,0.0525525525525525,48,0.2758620689655172,48,0.2758620689655172,0.0112676056338028,"AAL,AAP,AAPG,ABCB,ABEO,ABG,ABNB,ACA,ACAD,ACHV,ACOG,ACRS,ACVA,AD,ADAG,ADMA,ADNT,ADSE,ADT,AEO,AGCC,AGCO,AGL,AI,AII,AIN,AIRJ,AIRS,AKAM,AKR,ALLY,ALRS,ALSN,ALTG,AMG,AMN,AMP",174,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,birth,-0.4024206430549459,0.5589042647045148,-0.6198277271193952,0.628553681262689
snapshot_0002,2026-03-13 13:45:00+00:00,14,L0023,birth,36,1,0.0011136580724269,0.0032142242416739,-0.5196702480316162,0.5,0.5789335663682722,0.6904613375663757,36,36,36,24,0.0380952380952381,24,0.0380952380952381,32,0.1576354679802955,32,0.1576354679802955,0.0167130919220055,"AA,AAMI,ABAT,ABCL,ABEV,ABSI,ACB,ACET,ACHR,ACMR,ADEA,ADPT,ADUR,AEIS,AEYE,AFRM,AFYA,AGBK,AGEN,AGYS,AHCO,AHR,AIOT,AKTS,ALAB,ALGM,ALH,ALHC,ALKT,ALLT,ALMS,AMAT,AMBA,AMKR,AMPG,QQQ",203,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,birth,0.336565518058055,0.0024604537077776,0.1667049068542784,-0.087811066818224
snapshot_0003,2026-03-13 14:00:00+00:00,2,L0016,maturity,36,3,-0.002754972083494,-0.0004694623348768,-0.3780317902565002,0.2777777777777778,0.4360076789181311,0.7744835019111633,1,6,6,27,0.0428571428571428,27,0.0428571428571428,33,0.1813186813186813,33,0.1813186813186813,0.0176470588235294,"AAOI,AAUC,ABR,ABUS,ABX,ACDC,ACHC,ACIC,ACLS,ACR,ADBE,ADUS,AEM,AERO,AESI,AEXA,AFCG,AFRI,AG,AGI,AGIO,AGPU,ALAR,ALC,ALCO,ALM,ALNT,ALNY,ALOT,ALOY,ALTO,AMAL,AMBP,AMCI,AMCX,AMPH",182,-3.0,-0.1324786324786324,-0.0036350270835167,-0.0029457184427883,-16.0,3.0,0.0,16.0,0.0,0.0253968253968253,decay,0.002966384938028,0.1919986906911183,-0.4593453851765121,1.178496860392761
snapshot_0003,2026-03-13 14:00:00+00:00,6,L0021,confirmation,30,2,-0.0016300393035635,0.0008632437093183,-0.5817351937294006,0.2666666666666666,0.4839595355864229,0.5915906429290771,11,4,4,12,0.0275862068965517,12,0.0275862068965517,23,0.1982758620689655,23,0.1982758620689655,0.0166358595194085,"ABBV,ABT,ACEL,ACGL,ACI,ACIW,ACT,ADC,ADP,ADSK,AEC,AEE,AEG,AEP,AER,AES,AFG,AFL,AGO,AGYS,AIG,AIV,AIZ,AJG,AKO-B,ALGN,ALKS,ALL,AM,AMGN",116,2.0,-0.019047619047619,0.0263404615117618,0.0047750457888469,14.0,0.0,14.0,0.0,0.032183908045977,0.0,expansion,0.1915017203528081,-0.5526939124308679,0.6764722490365968,-0.6974096506019009
snapshot_0003,2026-03-13 14:00:00+00:00,8,L0022,confirmation,38,2,0.0007790212403051,0.0031410786323249,-0.5520853400230408,0.4210526315789473,0.5323516059180965,0.6377003192901611,9,4,4,26,0.0369843527738264,26,0.0369843527738264,43,0.233695652173913,43,0.233695652173913,0.0141176470588235,"A,AAL,AAP,AAPG,ABEO,ABG,ABM,ABNB,ACAD,ACHV,ACM,ACN,ACOG,ACRS,ACVA,ADAG,ADMA,ADNT,ADT,AEO,AFJK,AGCC,AGM,AI,AII,AIN,AIRJ,AIRS,AIT,AKR,ALGT,ALK,ALLY,ALRS,ALSN,AMG,AMN,AMP",184,1.0,0.4210526315789473,0.0219091012373916,0.0160070988349616,10.0,0.0,10.0,0.0,0.0142247510668563,0.0,expansion,0.8380973506759787,-1.004201680936459,1.0086307446583576,-1.1437141660367762
snapshot_0003,2026-03-13 14:00:00+00:00,3,L0024,birth,25,1,-0.0109439361840486,-0.0084506534039974,-0.7684270739555359,0.0,0.5164387960835258,0.5359905362129211,25,12,12,7,0.0233333333333333,7,0.0233333333333333,18,0.1782178217821782,18,0.1782178217821782,0.0148148148148148,"AA,AAMI,AARD,ABAT,ABCB,ABEV,ABVX,ACET,ACMR,ACNB,ACTG,AD,ADEA,ADM,ADPT,ADUR,AGBK,AGL,AGNC,AGRO,ALGM,ALHC,ALX,AMBA,QQQ",101,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,birth,-0.8471678242187263,0.5970390544481701,-0.7993148896134833,0.533234314427338
snapshot_0003,2026-03-13 14:00:00+00:00,12,L0025,birth,20,1,0.004466304089874,0.0067102587781846,-0.3389028906822204,0.55,0.4713206760964151,0.4393329620361328,20,3,3,11,0.0578947368421052,11,0.0578947368421052,9,0.1525423728813559,9,0.1525423728813559,0.0073319755600814,"ABCL,ABSI,ACB,ACNT,ACRE,ACU,ADAM,ADSE,ADV,AEBI,AENT,AFRM,AIOT,AIRO,AKTS,ALAB,ALH,ALRM,ALVO,AMLX",59,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,birth,0.4901853988414204,-0.6414887091637668,0.3263685285840961,-0.2925950979473776
snapshot_0003,2026-03-13 14:00:00+00:00,13,L0026,birth,15,1,-0.0069666178897023,-0.0046395529061555,-0.465779036283493,0.0,0.4714388745587046,0.4318187832832336,15,15,15,1,0.0095238095238095,1,0.0095238095238095,13,0.3170731707317073,13,0.3170731707317073,0.0051724137931034,"AAPL,AAT,ACA,ACCO,ADI,AGCO,AHRT,AIRG,ALB,ALG,ALLE,ALTG,ALV,AMD,AMH",41,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,birth,-0.6123684046182748,1.0281090439635907,-0.3503944347336151,0.3256400188589877
snapshot_0003,2026-03-13 14:00:00+00:00,15,L0027,birth,26,1,-0.0029233945533633,-0.0004301116568967,-0.7646032571792603,0.3461538461538461,0.5943167097293414,0.5784164667129517,26,10,10,21,0.0646153846153846,21,0.0646153846153846,33,0.2538461538461538,33,0.2538461538461538,0.0189655172413793,"AAON,ACHR,ADTN,AEHR,AEIS,AEVA,AEYE,AFYA,AGEN,AGMB,AGX,AHCO,AHR,AIP,AIR,AKAM,ALKT,ALLT,ALMS,ALMU,AMAT,AMBQ,AMCR,AME,AMKR,AMPG",130,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,birth,-0.0632146259712337,0.381237513428214,-0.4024168127554398,0.0963477209069679
snapshot_0004,2026-03-13 14:15:00+00:00,13,L0016,maturity,38,4,0.0012923112371936,0.0013201315887272,-0.4332879185676574,0.4210526315789473,0.4341042298324329,0.7562404274940491,8,7,7,22,0.0312944523470839,22,0.0312944523470839,17,0.0876288659793814,17,0.0876288659793814,0.017391304347826,"AAOI,AAPL,AAUC,ABR,ABX,ACDC,ACLS,ACR,ACRE,ADBE,ADUS,AEC,AEM,AERO,AESI,AEXA,AFCG,AG,AGI,AGIO,AGPU,AHRT,AIRG,ALAR,ALC,ALCO,ALLE,ALM,ALNY,ALOT,ALOY,ALTO,ALV,AMAL,AMBP,AMCI,AMH,AMPH",194,2.0,0.1432748538011695,-0.0019034490856981,0.0017895939236041,12.0,0.0,12.0,0.0,0.0170697012802275,0.0,expansion,0.4137092540201722,-0.6840789185341322,0.4862094813298034,-0.4675487034893457
snapshot_0004,2026-03-13 14:15:00+00:00,8,L0021,expansion,34,3,0.0010449904948472,0.0010751956142485,-0.5555751919746399,0.5588235294117647,0.4750455136299133,0.5590462684631348,8,34,34,10,0.017825311942959,10,0.017825311942959,17,0.136,17,0.136,0.0176470588235294,"A,AARD,AAT,ABBV,ABT,ACCO,ACEL,ACGL,ACI,ACIC,ACIW,ACT,ADC,ADP,ADSK,AEG,AEP,AES,AFG,AFL,AGNC,AGO,AGYS,AIG,AIV,AIZ,AJG,AKO-B,ALGN,ALKS,ALL,ALX,AMCX,AMGN",125,4.0,0.292156862745098,-0.0089140219565095,0.0002119519049301,9.0,0.0,9.0,0.0,0.0160427807486631,0.0,expansion,0.127370497432542,-0.1390942811240451,0.4646625977191304,-0.574631870308822
snapshot_0004,2026-03-13 14:15:00+00:00,0,L0022,expansion,42,3,0.0026714073028415,0.0027001742273569,-0.5621071457862854,0.5952380952380952,0.529380721449852,0.6403592228889465,8,12,12,25,0.0290360046457607,25,0.0290360046457607,33,0.165,33,0.165,0.0154205607476635,"AAL,AAP,AAPG,ABCB,ABEO,ABM,ABNB,ACAD,ACHR,ACHV,ACM,ACN,ACOG,ACVA,ADAG,ADMA,ADNT,ADT,AEHR,AEO,AEVA,AFJK,AGCC,AGL,AGM,AGRO,AI,AII,AIN,AIRJ,AIRS,AKAM,AKR,ALGT,ALK,ALLY,ALRS,ALSN,AMCR,AMG,AMN,AMP",200,4.0,0.1741854636591479,-0.0029708844682444,-0.000440904404968,16.0,0.0,16.0,0.0,0.0185830429732868,0.0,expansion,0.2610734005972085,-0.4933219841949726,0.4756864431424906,-0.6699391618731741
snapshot_0004,2026-03-13 14:15:00+00:00,5,L0024,confirmation,17,2,-0.0027404141146689,-0.0027102092280983,-0.7011923789978027,0.2352941176470588,0.5047607512346336,0.4537375271320343,4,17,17,6,0.0441176470588235,6,0.0441176470588235,8,0.1428571428571428,8,0.1428571428571428,0.008695652173913,"AA,AAMI,ABAT,ABVX,ACMR,ACNB,ACTG,AD,ADI,ADM,ADUR,AGBK,ALG,ALHC,ALTG,AMBA,AMD",56,-8.0,0.2352941176470588,-0.0116780448488922,0.005740444175899,-45.0,8.0,0.0,45.0,0.0,0.3308823529411764,decay,-0.2214847294472385,0.0400470750603765,-0.7545357906919374,0.8932596803700706
snapshot_0004,2026-03-13 14:15:00+00:00,3,L0025,confirmation,18,2,0.0011306968517601,0.0011592238442972,-0.2329711318016052,0.5,0.4555790093812075,0.4698877930641174,1,18,18,5,0.0326797385620915,5,0.0326797385620915,18,0.3272727272727272,18,0.3272727272727272,0.0061224489795918,"ABG,ABSI,ACB,ACNT,ACU,ADAM,ADSE,ADV,AEBI,AENT,AFRM,AIOT,AIRO,ALAB,ALH,ALRM,ALVO,AMLX",55,-2.0,-0.05,-0.0157416667152075,-0.0055510349338874,-4.0,2.0,0.0,4.0,0.0,0.0261437908496732,decay,-0.2463034778228037,0.973920638643022,-0.3535484655988795,0.596583843698418
snapshot_0004,2026-03-13 14:15:00+00:00,15,L0027,confirmation,28,2,-0.0007860524929128,-0.0007558474899269,-0.6553897261619568,0.4285714285714285,0.5945076667029282,0.6086435317993164,12,6,6,19,0.0502645502645502,19,0.0502645502645502,28,0.193103448275862,28,0.193103448275862,0.017094017094017,"ABCL,ABEV,ACET,ACRS,ADEA,ADPT,ADTN,AEE,AEIS,AER,AEYE,AFYA,AGEN,AHCO,AHR,AIP,AKTS,ALGM,ALKT,ALLT,ALMS,ALMU,AM,AMAT,AMBQ,AMKR,AMPG,QQQ",145,2.0,0.0824175824175824,0.0001909569735868,-0.0003257358330301,15.0,0.0,15.0,0.0,0.0396825396825396,0.0,expansion,0.2412232993419865,-0.2485893893069402,0.2047489070803697,-0.3083337470901369
snapshot_0004,2026-03-13 14:15:00+00:00,2,L0028,birth,13,1,-0.0105437571182847,-0.0105135524645447,-0.3852039575576782,0.0,0.4766117466050525,0.5047021508216858,13,3,3,2,0.0256410256410256,2,0.0256410256410256,10,0.2325581395348837,10,0.2325581395348837,0.0080645161290322,"AAON,ABUS,ACA,ACHC,AFRI,AGCO,AGMB,AGX,AIR,AIT,ALB,ALNT,AME",43,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,birth,-0.5755882441218669,0.5511168594566915,-0.523223172980977,0.5306099586929903
snapshot_0005,2026-03-13 14:30:00+00:00,5,L0016,decay,33,5,-0.0018255013274028,0.0002838612126652,-0.4106664359569549,0.2727272727272727,0.4349626987344689,0.7783097624778748,2,2,2,18,0.034090909090909,18,0.034090909090909,31,0.1722222222222222,31,0.1722222222222222,0.0180451127819548,"AAOI,AAUC,ABR,ABUS,ABX,ACDC,ACHC,ACLS,ACR,ADBE,ADUS,AEM,AERO,AESI,AEXA,AFCG,AG,AGI,AGIO,AGPU,AIRG,ALAR,ALC,ALCO,ALLE,ALM,ALNY,ALOT,ALOY,AMAL,AMBP,AMCI,AMPH",180,-5.0,-0.1483253588516746,0.000858468902036,-0.001036270376062,-14.0,5.0,0.0,14.0,0.0,0.0265151515151515,decay,-0.283673759323804,-0.1044113877656316,-0.5556646570331601,0.4160709179930137
snapshot_0005,2026-03-13 14:30:00+00:00,0,L0022,decay,37,4,-0.003830047789961,-0.001635170308873,-0.0064759654924273,0.2432432432432432,0.5354405172044339,0.648902177810669,7,11,11,21,0.0315315315315315,21,0.0315315315315315,23,0.1284916201117318,23,0.1284916201117318,0.0127058823529411,"A,AAL,AAP,AAPG,ABCB,ABEO,ABG,ABNB,ACAD,ACHV,ACI,ACM,ACOG,ACRS,ADAG,ADMA,ADNT,AEHR,AEO,AEVA,AGCC,AI,AII,AIN,AIP,AIRJ,AIRO,AIRS,AKAM,ALGT,ALK,ALKS,ALLY,ALRS,AMG,AMN,AMP",179,-5.0,-0.351994851994852,0.0060597957545818,-0.0043353445362299,-21.0,5.0,0.0,21.0,0.0,0.0315315315315315,decay,-0.4019113935470989,0.4069016886376409,-0.5580215258042245,0.869382519312271
snapshot_0005,2026-03-13 14:30:00+00:00,1,L0027,expansion,44,3,-0.0010488469852134,0.0012714525219053,-0.1988649219274521,0.1590909090909091,0.5565960538387299,0.699122965335846,22,4,4,34,0.0359408033826638,34,0.0359408033826638,47,0.188,47,0.188,0.0214285714285714,"AA,AAMI,ABAT,ABCL,ABEV,ABSI,ABVX,ACB,ACET,ACHR,ACMR,ACNB,ACTG,AD,ADEA,ADI,ADM,ADPT,ADTN,ADUR,ADV,AEIS,AEYE,AFJK,AFYA,AGBK,AGEN,AGRO,AHCO,AHR,AKTS,ALAB,ALGM,ALHC,ALKT,ALLT,ALMS,ALMU,AMAT,AMBA,AMCR,AMKR,AMPG,QQQ",250,16.0,-0.2694805194805194,-0.0379116128641983,0.0020273000118322,105.0,0.0,105.0,0.0,0.1109936575052854,0.0,expansion,-0.2673390867787568,0.4071774243558196,0.10249487908694,-0.0739242658329517
snapshot_0005,2026-03-13 14:30:00+00:00,3,L0028,confirmation,14,2,-0.0032957231160253,-0.0011411599116399,0.174118623137474,0.2142857142857142,0.5073438101344638,0.4903915524482727,4,14,14,3,0.0329670329670329,3,0.0329670329670329,10,0.2222222222222222,10,0.2222222222222222,0.008,"AAON,ABBV,ACA,AGCO,AGMB,AGX,AIR,AIT,ALB,ALG,ALNT,ALSN,AMD,AME",45,1.0,0.2142857142857142,0.0307320635294113,0.0093723925529047,2.0,0.0,2.0,0.0,0.0219780219780219,0.0,expansion,0.5453853762174419,-0.0704497563164965,0.5930579054130392,-0.5515635176480056
